"# sample","citing DOI","reference count","# reference","DOI","reference","key","author","year","article-title","journal-title","volume","issue","first-page","volume-title","edition","series-title","standards-body","ISSN","issn-type","ISBN","isbn-type","component","unstructured"
"741","10.1111/jftr.12078","11","6",NA,"10.1111/jftr.12078-BIB0006|jftr12078-cit-0006, Elder, 1974, Children of the Great Depression: Social change in life experience","10.1111/jftr.12078-BIB0006|jftr12078-cit-0006","Elder","1974",NA,NA,"Children of the Great Depression: Social change in life experience",NA,NA,"Children of the Great Depression: Social change in life experience",NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","10.1002/slct.201700835","47","13","10.1016/j.hydromet.2012.02.010","10.1002/slct.201700835-BIB0013|slct201700835-cit-0013, Jandová, 119-120, 73, 2012, Hydrometall., 10.1016/j.hydromet.2012.02.010, crossref","10.1002/slct.201700835-BIB0013|slct201700835-cit-0013","Jandová","2012",NA,"Hydrometall.","119-120",NA,"73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","10.1080/1177083x.2016.1158197","29","8",NA,"CIT0009, Carolan M, 2011, Embodied food politics","CIT0009","Carolan M","2011",NA,NA,"Embodied food politics",NA,NA,"Embodied food politics",NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","10.1007/s40278-017-27250-z","1","1","10.4103/2230-8210.196010","1, 27250_CR1, crossref, 154, 10.4103/2230-8210.196010, 21, S Khare, 2017, Khare S, et al. Long-term cardiac (valvulopathy) safety of cabergoline in prolactinoma. Indian Journal of Endocrinology and Metabolism 21: 154-159, No. 1, Feb 2017. Available from: URL: http://doi.org/10.4103/2230-8210.196010 - India, Indian Journal of Endocrinology and Metabolism","27250_CR1","S Khare","2017",NA,"Indian Journal of Endocrinology and Metabolism","21","1","154",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Khare S, et al. Long-term cardiac (valvulopathy) safety of cabergoline in prolactinoma. Indian Journal of Endocrinology and Metabolism 21: 154-159, No. 1, Feb 2017. Available from: URL: http://doi.org/10.4103/2230-8210.196010 - India"
"745","10.1177/1077800417731087","65","29",NA,"bibr30-1077800417731087, Kirkland E., 24, 161, 2009, Camera Obscura","bibr30-1077800417731087","Kirkland E.","2009",NA,"Camera Obscura","24",NA,"161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","10.1177/2211068216666258","21","13","10.1021/la036274s","bibr13-2211068216666258, Johnston E. E., 21, 870, 2005, Langmuir, 10.1021/la036274s, crossref","bibr13-2211068216666258","Johnston E. E.","2005",NA,"Langmuir","21",NA,"870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","10.1002/pip.2643","49","10","10.1002/pip.2332","10.1002/pip.2643-BIB0010|pip2643-cit-0010, crossref, 58, 10.1002/pip.2332, Electrodeposited Cu2ZnSnSe4 thin film solar cell with 7% power conversion efficiency, 22, Guo, 2012, Progress in Photovoltaics: Research and Applications","10.1002/pip.2643-BIB0010|pip2643-cit-0010","Guo","2012","Electrodeposited Cu2ZnSnSe4 thin film solar cell with 7% power conversion efficiency","Progress in Photovoltaics: Research and Applications","22",NA,"58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","10.3389/fphys.2016.00257","38","24","10.1073/pnas.2136716100","B25, publisher, 15965, 10.1073/pnas.2136716100, Enhanced biocontrol activity of Trichoderma through inactivation of a mitogen-activated protein kinase, 100, Mendoza-Mendoza, 2003, Proc. Natl. Acad. Sci. U.S.A.","B25","Mendoza-Mendoza","2003","Enhanced biocontrol activity of Trichoderma through inactivation of a mitogen-activated protein kinase","Proc. Natl. Acad. Sci. U.S.A.","100",NA,"15965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","10.1134/s1027451017010281","57","40","10.1016/S0304-8853(02)00524-3","1–2, 7611_CR40, crossref, 156, 10.1016/S0304-8853(02)00524-3, 249, J. I. Martín, 2002, J. I. Martín, M. Vélez, R. Morales, et al., J. Magn. Magn. Mater. 249 (1–2), 156 (2002)., J. Magn. Magn. Mater.","7611_CR40","J. I. Martín","2002",NA,"J. Magn. Magn. Mater.","249","1–2","156",NA,NA,NA,NA,NA,NA,NA,NA,NA,"J. I. Martín, M. Vélez, R. Morales, et al., J. Magn. Magn. Mater. 249 (1–2), 156 (2002)."
"750","10.1007/s12206-015-0904-5","15","1","10.1016/0045-7825(83)90080-4","904_CR1, crossref, 289, 10.1016/0045-7825(83)90080-4, 37, D. Beskos, 1983, D. Beskos and G. Narayanan, Dynamic response of frameworks by numerical Laplace transform, Computer Methods in Applied Mechanics and Engineering, 37 (1983) 289–307., Computer Methods in Applied Mechanics and Engineering","904_CR1","D. Beskos","1983",NA,"Computer Methods in Applied Mechanics and Engineering","37",NA,"289",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D. Beskos and G. Narayanan, Dynamic response of frameworks by numerical Laplace transform, Computer Methods in Applied Mechanics and Engineering, 37 (1983) 289–307."
"751","10.31779/plj.16.2.201505.010","11","11",NA,"REF037832464, <U+CC28><U+C131><U+C885>, 48, 4, 241, <U+D55C><U+AD6D><U+BB38><U+D5CC><U+C815><U+BCF4><U+D559><U+D68C><U+C9C0>","REF037832464","<U+CC28><U+C131><U+C885>",NA,NA,"<U+D55C><U+AD6D><U+BB38><U+D5CC><U+C815><U+BCF4><U+D559><U+D68C><U+C9C0>","48","4","241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","10.1017/jsl.2016.35","5","5",NA,"S0022481216000359_ref7, 15, 2015, Journal of Mathematical Logic,","S0022481216000359_ref7",NA,"2015",NA,"Journal of Mathematical Logic,","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","10.1002/best.201400121","30","16",NA,"10.1002/best.201400121-BIB16|cit16, ","10.1002/best.201400121-BIB16|cit16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"754","10.1371/journal.pone.0128272","82","58","10.1038/ismej.2013.10","ref58, crossref, 1092, 10.1038/ismej.2013.10, Robust estimation of microbial diversity in theory and in practice, 7, B Haegeman, 2013, The ISME Journal","ref58","B Haegeman","2013","Robust estimation of microbial diversity in theory and in practice","The ISME Journal","7",NA,"1092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","10.1080/14682761.2016.1226066","8","2",NA,"CIT0003, Donaldson P., 2006, Ritual and Remembrance: The Memorialization of the Great War in East Kent","CIT0003","Donaldson P.","2006",NA,NA,"Ritual and Remembrance: The Memorialization of the Great War in East Kent",NA,NA,"Ritual and Remembrance: The Memorialization of the Great War in East Kent",NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","10.1007/s11663-015-0329-7","24","18","10.1016/0017-9310(69)90012-X","329_CR18, crossref, 301, 10.1016/0017-9310(69)90012-X, 12, M. Wolfshtein, 1969, M. Wolfshtein: Int. J. Heat Mass Transfer, 1969, vol. 12, pp. 301-318., Int. J. Heat Mass Transf.","329_CR18","M. Wolfshtein","1969",NA,"Int. J. Heat Mass Transf.","12",NA,"301",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M. Wolfshtein: Int. J. Heat Mass Transfer, 1969, vol. 12, pp. 301-318."
"757","10.1007/s12560-017-9324-2","63","18","10.1089/fpd.2008.0232","6, 9324_CR16, publisher, 635, 10.1089/fpd.2008.0232, 6, IB Hanning, 2009, Hanning, I. B., Nutt, J. D., & Ricke, S. C. (2009). Salmonellosis outbreaks in the United States due to fresh produce: Sources and potential intervention measures. Foodborne Pathogens and Disease, 6(6), 635–648. 
                        https://doi.org/10.1089/fpd.2008.0232
                        
                    ., Foodborne Pathogens and Disease","9324_CR16","IB Hanning","2009",NA,"Foodborne Pathogens and Disease","6","6","635",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hanning, I. B., Nutt, J. D., & Ricke, S. C. (2009). Salmonellosis outbreaks in the United States due to fresh produce: Sources and potential intervention measures. Foodborne Pathogens and Disease, 6(6), 635–648. 
                        https://doi.org/10.1089/fpd.2008.0232
                        
                    ."
"758","10.1093/melus/mlx062","23","23",NA,"
key
				20171207103825_mlx062-B23","
key
				20171207103825_mlx062-B23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","10.1186/s13661-015-0475-5","30","28",NA,"475_CR28, 241, 38, F Cammaroto, 1997, Cammaroto, F, Cubiotti, P: Implicit integral equations with discontinuous right-hand side. Comment. Math. Univ. Carol. 38, 241-246 (1997), Comment. Math. Univ. Carol.","475_CR28","F Cammaroto","1997",NA,"Comment. Math. Univ. Carol.","38",NA,"241",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cammaroto, F, Cubiotti, P: Implicit integral equations with discontinuous right-hand side. Comment. Math. Univ. Carol. 38, 241-246 (1997)"
"760","10.1080/01495739.2017.1318689","39","28","10.1016/j.compstruct.2016.09.079","CIT0028, 10.1016/j.compstruct.2016.09.079, publisher","CIT0028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","10.1080/09645292.2015.1015405","15","12","10.1257/089533002320950993","CIT0017, 10.1257/089533002320950993, publisher","CIT0017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","10.1007/s00052-015-0065-8","1","1",NA,"65_CR1, C-H Hempen, 2006, Hempen C-H et al.: Leitfaden Chinesische Rezepturen. München: Elsevier, 2006., Leitfaden Chinesische Rezepturen","65_CR1","C-H Hempen","2006",NA,NA,"Leitfaden Chinesische Rezepturen",NA,NA,"Leitfaden Chinesische Rezepturen",NA,NA,NA,NA,NA,NA,NA,NA,"Hempen C-H et al.: Leitfaden Chinesische Rezepturen. München: Elsevier, 2006."
"763","10.1038/s41598-017-14157-7","34","8","10.4049/jimmunol.1500157","14157_CR8, publisher, 5915, 10.4049/jimmunol.1500157, 194, M Pandey, 2015, Pandey, M. et al. A synthetic M protein peptide synergizes with a CXC chemokine protease to induce vaccine-mediated protection against virulent streptococcal pyoderma and bacteremia. J Immunol 194, 5915–5925, 
                        https://doi.org/10.4049/jimmunol.1500157
                        
                     (2015)., J Immunol","14157_CR8","M Pandey","2015",NA,"J Immunol","194",NA,"5915",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pandey, M. et al. A synthetic M protein peptide synergizes with a CXC chemokine protease to induce vaccine-mediated protection against virulent streptococcal pyoderma and bacteremia. J Immunol 194, 5915–5925, 
                        https://doi.org/10.4049/jimmunol.1500157
                        
                     (2015)."
"764","10.1038/pcan.2017.17","15","8","10.1038/aja.2011.165","pcan201717-bib8, 10.1038/aja.2011.165, publisher","pcan201717-bib8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","10.1007/s15005-016-1900-8","1","1","10.1212/WNL.0000000000002791","1900_CR1, publisher, 466, 10.1212/WNL.0000000000002791, 87, S Gollwitzer, 2016, Gollwitzer S, Kostev K, Hagg, M et al. Nonadherence to antiepileptic drugs in Germany. A retrospective, population-based study. Neurology 2016; 87: 466 – 72, Neurology","1900_CR1","S Gollwitzer","2016",NA,"Neurology","87",NA,"466",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gollwitzer S, Kostev K, Hagg, M et al. Nonadherence to antiepileptic drugs in Germany. A retrospective, population-based study. Neurology 2016; 87: 466 – 72"
"766","10.1017/s0026749x14000535","11","6",NA,"S0026749X14000535_ref037, Sontheimer, 67, 45, 1965, Zeitschrift für vergleichende Rechtswissenschaft","S0026749X14000535_ref037","Sontheimer","1965",NA,"Zeitschrift für vergleichende Rechtswissenschaft","67",NA,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","10.1155/2017/2717352","18","17","10.1007/s11071-012-0336-z","22, 10.1007/s11071-012-0336-z, publisher","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","10.3389/fpls.2017.02023","43","5",NA,"B5, 225, Forty years' development of hybrid rice: China's experience, 11, Cheng, 2004, Rice Sci.","B5","Cheng","2004","Forty years' development of hybrid rice: China's experience","Rice Sci.","11",NA,"225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","10.1111/eie.12099","8","7",NA,"2, CIT0013, 157, 92, Robinson K., 2014, Language Arts","CIT0013","Robinson K.","2014",NA,"Language Arts","92","2","157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","10.1177/1039856215626645","15","7","10.1186/1865-1380-6-2","bibr7-1039856215626645, 10.1186/1865-1380-6-2, publisher","bibr7-1039856215626645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","10.1177/0190272516648967","54","39","10.1348/014466604322915953","bibr39-0190272516648967, 10.1348/014466604322915953, publisher","bibr39-0190272516648967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","10.1103/physreve.96.052906","74","43","10.1016/j.geomorph.2003.09.005","PhysRevE.96.052906Cc43R1, 10.1016/j.geomorph.2003.09.005, publisher","PhysRevE.96.052906Cc43R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","10.1080/09614524.2016.1200537","23","20",NA,"CIT0021, Newman K, 2011, Challenges and Dilemmas in Integrating Human Rights Based Approaches and Participatory Approaches to Development: An Exploration of the Experiences of Actionaid International","CIT0021","Newman K","2011",NA,NA,"Challenges and Dilemmas in Integrating Human Rights Based Approaches and Participatory Approaches to Development: An Exploration of the Experiences of Actionaid International",NA,NA,"Challenges and Dilemmas in Integrating Human Rights Based Approaches and Participatory Approaches to Development: An Exploration of the Experiences of Actionaid International",NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","10.1515/fascmath-2015-0017","10","7","10.1155/S0161171201005737","ref01, crossref, 555, 10.1155/S0161171201005737, Degree of approximation of conjugate of a function belonging to Lip ( <U+03BE> class by matrix summability means of conjugate Fourier series, 27, Lal, 2001, Int J Math Math Sci","ref01","Lal","2001","Degree of approximation of conjugate of a function belonging to Lip ( <U+03BE> class by matrix summability means of conjugate Fourier series","Int J Math Math Sci","27",NA,"555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","10.1007/s10140-016-1450-x","47","35","10.1148/rg.302095728","2, 1450_CR35, publisher, 483, 10.1148/rg.302095728, 30, S Geibprasert, 2010, Geibprasert S, Pongpech S, Jiarakongmun P, Shroff MM, Armstrong DC, Krings T (2010) Radiologic assessment of brain arteriovenous malformations: what clinicians need to know. Radiographics 30(2):483–501. doi: 10.1148/rg.302095728, Radiographics","1450_CR35","S Geibprasert","2010",NA,"Radiographics","30","2","483",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geibprasert S, Pongpech S, Jiarakongmun P, Shroff MM, Armstrong DC, Krings T (2010) Radiologic assessment of brain arteriovenous malformations: what clinicians need to know. Radiographics 30(2):483–501. doi: 10.1148/rg.302095728"
"776","10.1080/03630242.2015.1101741","40","30","10.1089/jwh.2012.3920","CIT0033, 10.1089/jwh.2012.3920, publisher","CIT0033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","10.3402/iee.v6.31685","15","13",NA,"CIT0036, Stintzi A, 2, 18, 2003, Genome Lett","CIT0036","Stintzi A","2003",NA,"Genome Lett","2",NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","10.1190/geo2016-0023.1","43","32","10.1190/1.1598130","r43, 10.1190/1.1598130, publisher","r43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","10.1111/trf.12974","21","17",NA,"10.1111/trf.12974-BIB0017|trf12974-cit-0017, Fox, 2007, Hematology of the laboratory mouse, the mouse in biomedical research","10.1111/trf.12974-BIB0017|trf12974-cit-0017","Fox","2007",NA,NA,"Hematology of the laboratory mouse, the mouse in biomedical research",NA,NA,"Hematology of the laboratory mouse, the mouse in biomedical research",NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","10.1007/s12648-017-1033-z","45","32","10.5897/SRE12.299","27, 1033_CR32, crossref, 2417, 10.5897/SRE12.299, 7, MA Abdelkawy, 2012, M A Abdelkawy, M A Alghamdi and AH Bhrawy Sci. Res. Essays  7(27) 2417 (2012), Sci. Res. Essays","1033_CR32","MA Abdelkawy","2012",NA,"Sci. Res. Essays","7","27","2417",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M A Abdelkawy, M A Alghamdi and AH Bhrawy Sci. Res. Essays  7(27) 2417 (2012)"
"781","10.1139/facets-2016-0061","88","53","10.1093/aesa/88.2.129","refg54/ref54, 10.1093/aesa/88.2.129, publisher","refg54/ref54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782","10.1051/shsconf/20173501101","24","11",NA,"R11, Shannon Robert E., Systems simulation modelling - arts and science (Mir, Moscow, 1978)","R11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shannon Robert E., Systems simulation modelling - arts and science (Mir, Moscow, 1978)"
"783","10.1002/ange.201600400","77","71","10.2174/157017905774322631","10.1002/ange.201600400-BIB0022|ange201600400-cit-0071, Ding, 2, 499, 2005, Curr. Org. Synth., 10.2174/157017905774322631, crossref","10.1002/ange.201600400-BIB0022|ange201600400-cit-0071","Ding","2005",NA,"Curr. Org. Synth.","2",NA,"499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","10.1073/pnas.1715638115","68","22","10.1126/science.282.5397.2256","2018030605352452000_115.6.1232.22, 10.1126/science.282.5397.2256, publisher","2018030605352452000_115.6.1232.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","10.1007/s11325-016-1390-4","27","21",NA,"5, 1390_CR21, 272, 28, PA Rodríguez, 1999, Rodríguez PA, González J (1999) Data on the safety of antihistaminics obtained from published clinical trials. Allergol Immunopathol 28(5):272–277, Allergol Immunopathol","1390_CR21","PA Rodríguez","1999",NA,"Allergol Immunopathol","28","5","272",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodríguez PA, González J (1999) Data on the safety of antihistaminics obtained from published clinical trials. Allergol Immunopathol 28(5):272–277"
"786","10.3389/fmicb.2017.00750","49","48","10.1007/s00253-015-6524-2","B48, publisher, 6481, 10.1007/s00253-015-6524-2, Ammonia manipulates the ammonia-oxidizing archaea and bacteria in the coastal sediment-water microcosms., 99, Zhang, 2015, Appl. Microbiol. Biotechnol.","B48","Zhang","2015","Ammonia manipulates the ammonia-oxidizing archaea and bacteria in the coastal sediment-water microcosms.","Appl. Microbiol. Biotechnol.","99",NA,"6481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","10.1002/etc.3154","46","1","10.1146/annurev.ento.50.071803.130341","10.1002/etc.3154-BIB0001|etc3154-cit-0001, crossref, 153, 10.1146/annurev.ento.50.071803.130341, Fecal residues of veterinary parasiticides: Nontarget effects in the pasture environment, 50, Floate, 2005, Annu Rev Entomol","10.1002/etc.3154-BIB0001|etc3154-cit-0001","Floate","2005","Fecal residues of veterinary parasiticides: Nontarget effects in the pasture environment","Annu Rev Entomol","50",NA,"153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","10.1063/1.4933179","56","25","10.1063/1.1476972","c25, 10.1063/1.1476972, publisher","c25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789","10.2140/involve.2016.9.211","4","1","10.1142/S0218195912500112","proximity, 10.1142/S0218195912500112, publisher","proximity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","10.3390/mi7120233","186","10",NA,"ref10, 114, Lost in translation: Animal models and clinical trials in cancer treatment, 6, Mak, 2014, Am. J. Transl. Res.","ref10","Mak","2014","Lost in translation: Animal models and clinical trials in cancer treatment","Am. J. Transl. Res.","6",NA,"114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791","10.1177/0883073816674091","23","14","10.1046/j.1471-4159.1995.65031157.x","bibr14-0883073816674091, 10.1046/j.1471-4159.1995.65031157.x, publisher","bibr14-0883073816674091",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792","10.7554/elife.17850","73","24","10.1258/la.2010.009117","bib24, publisher, 170, 10.1258/la.2010.009117, Enhancing search efficiency by means of a search filter for finding all studies on animal experimentation in PubMed, 44, Hooijmans, 2010, Laboratory Animals","bib24","Hooijmans","2010","Enhancing search efficiency by means of a search filter for finding all studies on animal experimentation in PubMed","Laboratory Animals","44",NA,"170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793","10.1093/annonc/mdx193","10","10","10.1016/S0140-6736(15)00817-X","
key
				20170627083721_mdx193-B10, 387, 968, 2016, Everolimus for the treatment of advanced, non-functional neuroendocrine tumours of the lung or gastrointestinal tract (RADIANT-4): a randomised, placebo-controlled, phase 3 study, Lancet, 10.1016/S0140-6736(15)00817-X, crossref","
key
				20170627083721_mdx193-B10",NA,"2016","Everolimus for the treatment of advanced, non-functional neuroendocrine tumours of the lung or gastrointestinal tract (RADIANT-4): a randomised, placebo-controlled, phase 3 study","Lancet","387",NA,"968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794","10.1111/den.12598","151","96","10.1111/den.12456","10.1111/den.12598-BIB0096|den12598-cit-0098, crossref, 417, 10.1111/den.12456, JGES guidelines for colorectal endoscopic submucosal dissection/endoscopic mucosal resection, 27, Tanaka, 2015, Dig. Endosc.","10.1111/den.12598-BIB0096|den12598-cit-0098","Tanaka","2015","JGES guidelines for colorectal endoscopic submucosal dissection/endoscopic mucosal resection","Dig. Endosc.","27",NA,"417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795","10.5339/gcsp.2015.38","112","29","10.1160/TH11-11-0779","CIT0029, 10.1160/TH11-11-0779, publisher","CIT0029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796","10.1007/s11142-017-9427-x","65","43","10.1177/0146167293196001","9427_CR43, crossref, 668, 10.1177/0146167293196001, 19, C Morf, 1993, Morf, C., & Rhodewalt, F. (1993). Narcissism and self-evaluation maintenance: Explorations in object relations. Personality and Social Psychology Bulletin, 19, 668–676., Personality and Social Psychology Bulletin","9427_CR43","C Morf","1993",NA,"Personality and Social Psychology Bulletin","19",NA,"668",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morf, C., & Rhodewalt, F. (1993). Narcissism and self-evaluation maintenance: Explorations in object relations. Personality and Social Psychology Bulletin, 19, 668–676."
"797","10.3109/02699052.2015.1005133","35","16",NA,"CIT0017, Radt P, 25, 142, 1970, Geriatrics","CIT0017","Radt P","1970",NA,"Geriatrics","25",NA,"142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","10.3389/fpsyg.2016.01278","51","48","10.1111/j.1467-8624.2010.01482.x","B48, publisher, 1417, 10.1111/j.1467-8624.2010.01482.x, Gender differences in spatial ability of young children: the effects of training and processing strategies, 81, Tzuriel, 2010, Child Dev.","B48","Tzuriel","2010","Gender differences in spatial ability of young children: the effects of training and processing strategies","Child Dev.","81",NA,"1417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799","10.1002/masy.201400201","19","13",NA,"10.1002/masy.201400201-BIB0013|masy201400201-cit-0013, Ebert, 163, 2003, Relativistic Effects in Heavy-Element Chemistry and Physics","10.1002/masy.201400201-BIB0013|masy201400201-cit-0013","Ebert","2003",NA,NA,"Relativistic Effects in Heavy-Element Chemistry and Physics",NA,"163","Relativistic Effects in Heavy-Element Chemistry and Physics",NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","10.1186/s13256-015-0709-2","14","8",NA,"709_CR8, Swedish Council on Health Technology Assessment, 2010, Swedish Council on Health Technology Assessment. SBU rapport 2010. Sweden: Mat vid Diabetes; 2010., SBU rapport 2010","709_CR8","Swedish Council on Health Technology Assessment","2010",NA,NA,"SBU rapport 2010",NA,NA,"SBU rapport 2010",NA,NA,NA,NA,NA,NA,NA,NA,"Swedish Council on Health Technology Assessment. SBU rapport 2010. Sweden: Mat vid Diabetes; 2010."
"801","10.1007/s11277-017-4699-9","24","3","10.1109/BlackSeaCom.2014.6848998","4699_CR3, Bekmezci, I., Ermis, M., & Kaplan, S. (2014). Connected multi UAV task planning for flying ad hoc networks. In IEEE international Black Sea conference on communications and networking (BlackSeaCom), pp. 28–32. doi:
                        10.1109/BlackSeaCom.2014.6848998
                        
                    . 
                        http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6848998
                        
                    ., 10.1109/BlackSeaCom.2014.6848998, publisher","4699_CR3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bekmezci, I., Ermis, M., & Kaplan, S. (2014). Connected multi UAV task planning for flying ad hoc networks. In IEEE international Black Sea conference on communications and networking (BlackSeaCom), pp. 28–32. doi:
                        10.1109/BlackSeaCom.2014.6848998
                        
                    . 
                        http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6848998
                        
                    ."
"802","10.1080/08974438.2016.1151397","19","13",NA,"CIT0013, Nimmo F., 2009, Assessment of evidence that fish farming impacts on tourism (SARF045)","CIT0013","Nimmo F.","2009",NA,NA,"Assessment of evidence that fish farming impacts on tourism (SARF045)",NA,NA,"Assessment of evidence that fish farming impacts on tourism (SARF045)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","10.1007/s15202-016-1380-1","1","1",NA,"1380_CR1, 17. Interdisziplinärer Kongress für Suchtmedizin, München, 30.6. – 2.7.2016","1380_CR1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17. Interdisziplinärer Kongress für Suchtmedizin, München, 30.6. – 2.7.2016"
"804","10.1017/s1431927615002123","5","3",NA,"S1431927615002123_ref4, 8599, 2012, ACS nano 6.10","S1431927615002123_ref4",NA,"2012",NA,"ACS nano 6.10",NA,NA,"8599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","10.1002/oby.21919","19","14",NA,"10.1002/oby.21919-BIB0014|oby21919-cit-0014, 311, Some determinants of whole-gut transit time: a population-based study, 88, Probert, 1995, QJM","10.1002/oby.21919-BIB0014|oby21919-cit-0014","Probert","1995","Some determinants of whole-gut transit time: a population-based study","QJM","88",NA,"311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806","10.1002/tee.22123","25","2",NA,"10.1002/tee.22123-BIB0002|tee22123-cit-0002, Thekkath DLC Mitchell M Lincoln P Boneh D Mitchell J Horowitz M Architectural support for copy and tamper resistant software Proceedings of the 9th international conference on Architectural support for programming languages and operating systems 2000 168 177","10.1002/tee.22123-BIB0002|tee22123-cit-0002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thekkath DLC Mitchell M Lincoln P Boneh D Mitchell J Horowitz M Architectural support for copy and tamper resistant software Proceedings of the 9th international conference on Architectural support for programming languages and operating systems 2000 168 177"
"807","10.1111/gcb.13178","66","43","10.1016/j.techfore.2013.09.016","10.1111/gcb.13178-BIB0044|gcb13178-cit-0044, crossref, 8, 10.1016/j.techfore.2013.09.016, Locked into Copenhagen pledges - Implications of short-term emission targets for the cost and feasibility of long-term climate goals, 90, Riahi, 2015, Technological Forecasting and Social Change Part A","10.1111/gcb.13178-BIB0044|gcb13178-cit-0044","Riahi","2015","Locked into Copenhagen pledges - Implications of short-term emission targets for the cost and feasibility of long-term climate goals","Technological Forecasting and Social Change Part A","90",NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
